label,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20
B,0.6520326137542725,0.6712099313735962,0.6046783328056335,0.6326285004615784,0.5802294611930847,0.5601944327354431,0.606925904750824,0.4919911324977875,0.6430346965789795,0.45188120007514954,0.5620822906494141,0.43567579984664917,0.5611961483955383,0.3284585475921631,0.5710782408714294,0.2626228332519531,0.5845096707344055,0.2063613086938858,0.6023968458175659,0.4185599982738495,0.6039647459983826,0.3001883625984192,0.6139824390411377,0.22863519191741943,0.6233248710632324,0.16470077633857727,0.6411281824111938,0.42670124769210815,0.6437585353851318,0.31804636120796204,0.6508054733276367,0.25118041038513184,0.6559478044509888,0.1911766231060028,0.6818981170654297,0.4547726809978485,0.6862319111824036,0.37542155385017395,0.6859692335128784,0.32220378518104553,0.6822919845581055,0.2726571559906006
B,0.6525127291679382,0.6719246506690979,0.6053288578987122,0.6343650817871094,0.5798558592796326,0.563871443271637,0.6059625744819641,0.4964490234851837,0.6411307454109192,0.4540047347545624,0.5624289512634277,0.4365290105342865,0.560801088809967,0.3295586407184601,0.5706126689910889,0.2636830806732178,0.5842203497886658,0.20701847970485687,0.6025224924087524,0.4193882346153259,0.6037132740020752,0.30089935660362244,0.6136645078659058,0.2293989509344101,0.6229425668716431,0.16524088382720947,0.6409197449684143,0.42763155698776245,0.6435959935188293,0.31808191537857056,0.6505018472671509,0.250964492559433,0.655505895614624,0.19100940227508545,0.6815533638000488,0.4560585021972656,0.6860678195953369,0.37544289231300354,0.6855921149253845,0.32171934843063354,0.6814428567886353,0.2721637487411499
B,0.6522361636161804,0.6710628271102905,0.6052891612052917,0.6339657306671143,0.580374538898468,0.5650547742843628,0.6058538556098938,0.49827688932418823,0.6400434374809265,0.45423823595046997,0.5612618923187256,0.4366781711578369,0.5604298710823059,0.330134779214859,0.5702057480812073,0.2645629048347473,0.5835739970207214,0.20798374712467194,0.6012038588523865,0.41905641555786133,0.6031792759895325,0.30089879035949707,0.6130395531654358,0.22938254475593567,0.6221044063568115,0.1651838719844818,0.6397412419319153,0.4271462559700012,0.6428397297859192,0.31786638498306274,0.6495837569236755,0.2507193684577942,0.6540225744247437,0.1904270350933075,0.6803170442581177,0.4558418393135071,0.6851814389228821,0.3755960762500763,0.6846926212310791,0.32217466831207275,0.6803234815597534,0.27274852991104126
B,0.6528846621513367,0.670733630657196,0.6057329773902893,0.6342244744300842,0.5799323320388794,0.5659310817718506,0.60462886095047,0.49941903352737427,0.639227569103241,0.4554470479488373,0.5611932277679443,0.4385821223258972,0.5598348379135132,0.33191975951194763,0.5693467259407043,0.26568537950515747,0.5826454162597656,0.20833151042461395,0.6011421084403992,0.4206106960773468,0.6025435924530029,0.3027641475200653,0.6121798753738403,0.23100316524505615,0.6212567687034607,0.16615030169487,0.6398654580116272,0.42809832096099854,0.6422950029373169,0.3198337256908417,0.6488630771636963,0.2523563504219055,0.6536106467247009,0.19133713841438293,0.6807669401168823,0.45581308007240295,0.6846708059310913,0.37659162282943726,0.6839264631271362,0.3230147659778595,0.6798284649848938,0.2726901173591614
B,0.6518859267234802,0.6720722317695618,0.6043773889541626,0.6358011960983276,0.5786604285240173,0.5664960741996765,0.6047479510307312,0.4987763464450836,0.6391512751579285,0.4548474848270416,0.559689998626709,0.43940430879592896,0.5587223768234253,0.33182984590530396,0.5682678818702698,0.26519036293029785,0.5814459919929504,0.2081298679113388,0.60004061460495,0.42156222462654114,0.6015564203262329,0.3026019334793091,0.6111574172973633,0.23026245832443237,0.6200301051139832,0.16596001386642456,0.6389120221138,0.4291386306285858,0.6414689421653748,0.31972649693489075,0.6482597589492798,0.25180089473724365,0.6528083682060242,0.19069141149520874,0.6796941161155701,0.45683756470680237,0.6847847104072571,0.37764817476272583,0.6846275925636292,0.3244353234767914,0.6805673241615295,0.2748205363750458
B,0.6532227993011475,0.6731724739074707,0.605329155921936,0.6357296705245972,0.5796722769737244,0.5666674375534058,0.6059287190437317,0.4985616207122803,0.6399819254875183,0.45427411794662476,0.5601941347122192,0.4394060969352722,0.5587663650512695,0.3317118287086487,0.5678920745849609,0.26498642563819885,0.580339252948761,0.20773863792419434,0.6005508899688721,0.42162537574768066,0.6016406416893005,0.3026626706123352,0.6112886071205139,0.23056992888450623,0.6197962760925293,0.16652193665504456,0.6395532488822937,0.4296082556247711,0.6417116522789001,0.3205164074897766,0.6484414935112,0.2531224489212036,0.6527482867240906,0.19228380918502808,0.6806058883666992,0.45761480927467346,0.6850863099098206,0.37833139300346375,0.6848587989807129,0.3246622681617737,0.681079089641571,0.27450037002563477
B,0.6539407968521118,0.6733421087265015,0.6053300499916077,0.6367014646530151,0.5800610184669495,0.5646592378616333,0.6080830097198486,0.4955384433269501,0.6436603665351868,0.4553452730178833,0.5603553652763367,0.44000738859176636,0.5581382513046265,0.33253559470176697,0.5670170783996582,0.2658206820487976,0.5795652270317078,0.20900924503803253,0.6008176207542419,0.4214315712451935,0.6014359593391418,0.3026890158653259,0.6111837029457092,0.2307395488023758,0.6200491786003113,0.16724926233291626,0.6397006511688232,0.4286978244781494,0.641765832901001,0.3198227286338806,0.6486961245536804,0.25246715545654297,0.6534311175346375,0.19218310713768005,0.6806203126907349,0.4560713768005371,0.6853362321853638,0.37712526321411133,0.6850497126579285,0.3238239884376526,0.6811115741729736,0.27450084686279297
B,0.6520709991455078,0.672716498374939,0.6038306951522827,0.6360522508621216,0.578117847442627,0.5673636198043823,0.6039798855781555,0.5008754134178162,0.6386191248893738,0.4589788317680359,0.5608681440353394,0.43913665413856506,0.5588292479515076,0.3320980966091156,0.5677876472473145,0.2657005786895752,0.580488383769989,0.20875796675682068,0.6010308265686035,0.4212471842765808,0.6021026372909546,0.3028295040130615,0.6117971539497375,0.23098015785217285,0.6208945512771606,0.16728514432907104,0.639805793762207,0.42895835638046265,0.6418888568878174,0.3201347291469574,0.6487563848495483,0.2532053589820862,0.6534790992736816,0.19307073950767517,0.6806305050849915,0.456734836101532,0.6848445534706116,0.3776134252548218,0.6842540502548218,0.3244359791278839,0.6799644827842712,0.27478134632110596
B,0.6530106663703918,0.6707043051719666,0.6061634421348572,0.6331399083137512,0.5815519094467163,0.5642178058624268,0.6067157983779907,0.4974026083946228,0.6403645277023315,0.45499351620674133,0.5604820251464844,0.43926891684532166,0.5587935447692871,0.33184051513671875,0.5680152773857117,0.26537221670150757,0.5806298851966858,0.2080480456352234,0.6005908846855164,0.4210934042930603,0.6013270616531372,0.30213361978530884,0.6107746958732605,0.22982925176620483,0.6194720268249512,0.16562235355377197,0.6398212313652039,0.42834803462028503,0.6414912343025208,0.31850746273994446,0.6478381156921387,0.25107669830322266,0.6519413590431213,0.19015461206436157,0.6808850765228271,0.45551079511642456,0.6848521828651428,0.3760123550891876,0.6847105026245117,0.3227754831314087,0.6811078786849976,0.2730223536491394
B,0.6521551609039307,0.6704782843589783,0.6046249866485596,0.6339192390441895,0.5788664817810059,0.5632330775260925,0.6043387651443481,0.495220422744751,0.6392074227333069,0.45583584904670715,0.5598739385604858,0.43751266598701477,0.5582215189933777,0.33026012778282166,0.5676457285881042,0.2634774148464203,0.5807451009750366,0.20622384548187256,0.5999184846878052,0.4199269711971283,0.6007624864578247,0.3010314702987671,0.6102186441421509,0.2284473031759262,0.6190338134765625,0.1639977991580963,0.6390466690063477,0.42767879366874695,0.6413885354995728,0.3176935911178589,0.6478593945503235,0.24970519542694092,0.6521393656730652,0.1887519359588623,0.6802643537521362,0.45557013154029846,0.6848432421684265,0.37550103664398193,0.6842693090438843,0.3218204975128174,0.6800878047943115,0.2719544768333435
B,0.6520341634750366,0.671509861946106,0.6040443778038025,0.6340051889419556,0.5786430835723877,0.5616738200187683,0.6062538027763367,0.492058128118515,0.6425091028213501,0.4527486264705658,0.5600329041481018,0.43738988041877747,0.5585676431655884,0.3303247094154358,0.5674265623092651,0.2640688121318817,0.5797957181930542,0.2072857916355133,0.6003779768943787,0.41939252614974976,0.6016042232513428,0.30096375942230225,0.6109856963157654,0.22891221940517426,0.6192808747291565,0.16495418548583984,0.6392782330513,0.42734867334365845,0.6416321992874146,0.31820279359817505,0.6480036973953247,0.2507662773132324,0.6518011093139648,0.1899033486843109,0.6801449060440063,0.45560798048973083,0.6846073269844055,0.37602514028549194,0.6840618252754211,0.3224659264087677,0.6798433661460876,0.2725997269153595
B,0.6518648266792297,0.6722639203071594,0.6042592525482178,0.6344636678695679,0.5790702104568481,0.563927173614502,0.6051357388496399,0.496121883392334,0.6398271322250366,0.45437222719192505,0.560071587562561,0.43813031911849976,0.5582356452941895,0.3315679430961609,0.5675703287124634,0.26559314131736755,0.5804560780525208,0.20857134461402893,0.5999852418899536,0.4202333688735962,0.6010046005249023,0.3022071123123169,0.6104679107666016,0.2305016666650772,0.6190050840377808,0.16614103317260742,0.6386334896087646,0.427947461605072,0.6410437226295471,0.3192113935947418,0.6472899913787842,0.25204867124557495,0.6510345935821533,0.19159400463104248,0.6795069575309753,0.45596572756767273,0.683978796005249,0.37665072083473206,0.6830870509147644,0.3235054016113281,0.6782941222190857,0.2740700840950012
B,0.6519477963447571,0.6720300316810608,0.6046616435050964,0.6347752809524536,0.5796517133712769,0.5655048489570618,0.6040021777153015,0.4981931447982788,0.6377754211425781,0.4550017714500427,0.5599565505981445,0.43872907757759094,0.5580469369888306,0.33209484815597534,0.5671024918556213,0.2665906548500061,0.579683244228363,0.20987294614315033,0.5998976826667786,0.4205290675163269,0.6005101799964905,0.30213069915771484,0.6095032691955566,0.23049964010715485,0.6174689531326294,0.16628411412239075,0.6386791467666626,0.4280204772949219,0.6406695246696472,0.31810462474823,0.6462717056274414,0.25054827332496643,0.6494616866111755,0.1897163987159729,0.6794877648353577,0.45605209469795227,0.683368980884552,0.3762386441230774,0.6824580430984497,0.32276082038879395,0.6777425408363342,0.2731758952140808
B,0.6530454158782959,0.6709879040718079,0.6053366661071777,0.6354301571846008,0.5786582827568054,0.5664615035057068,0.6029607057571411,0.49775955080986023,0.6371511816978455,0.45379704236984253,0.5595678687095642,0.43847209215164185,0.5571351051330566,0.3316490948200226,0.5663898587226868,0.26569515466690063,0.5793332457542419,0.20877206325531006,0.5995339155197144,0.42009133100509644,0.599362313747406,0.30191749334335327,0.6082337498664856,0.2300373911857605,0.616485595703125,0.1659029722213745,0.6386054158210754,0.4271838963031769,0.6398364901542664,0.31709128618240356,0.6454179286956787,0.2495136708021164,0.6489832401275635,0.1888626515865326,0.6797688007354736,0.4546965956687927,0.6827015280723572,0.37434613704681396,0.681064248085022,0.32084664702415466,0.6759199500083923,0.27148860692977905
